Simulation Number,PG.cFactor,ExitSlit.openingWidth,SU.photonEnergy,PG.orderDiffraction,SU.numberRays,SU.translationXerror,SU.translationYerror,M1.translationXerror,M1.translationYerror,M1.rotationXerror,M1.rotationYerror,M2.translationXerror,M2.translationYerror,M2.rotationXerror,M2.rotationYerror,PG.translationXerror,PG.translationYerror,PG.rotationXerror,PG.rotationYerror,M3.translationXerror,M3.translationYerror,M3.rotationXerror,M3.rotationYerror,M4.translationXerror,M4.translationYerror,M4.rotationXerror,M4.rotationYerror,M5.translationXerror,M5.translationYerror,M5.rotationXerror,M5.rotationYerror
2112,2.25,0.01,1100,1,300000.0,0.0001616851106894158,-0.0001891439744380641,-0.00019024295740399818,4.265948292649102e-05,1.7023218723078192e-05,3.399317765674624e-05,-3.338783589953721e-05,2.480451615382483e-05,4.321600625310649e-05,3.5763123070287003e-05,-0.00019533872552052975,-9.640987419798889e-05,3.3502081512017986e-05,-4.443664699532895e-05,0.00013739708612245632,-2.4322211558401184e-05,1.8648339733642838e-05,6.368102933140883e-06,6.511979372367011e-06,0.00019197389855332372,8.535412835429578e-08,1.3937095736613806e-05,0.0002698262014393827,0.00015334194413558903,3.698883010934014e-05,-4.841675725174984e-05
2113,2.25,0.01,1100,1,300000.0,0.0001549450598103299,-7.15635917810237e-05,0.00021827846469480344,8.824152774059902e-05,-3.276251656496215e-05,3.802200302743838e-05,0.00028706154730008337,0.00017668670946775788,1.2532232890552175e-06,3.666552885327827e-07,-0.00011172740548913871,-0.0001177748907562867,-2.1075614255512544e-05,9.922696824140074e-06,-9.678654436136948e-05,0.00024271575826306156,-3.6855843483736686e-05,-4.949612845182516e-05,-0.00011924154385525989,5.532839440123904e-05,-8.59790079970875e-06,3.1562701713992875e-05,0.00026563489056306806,4.505860824954703e-05,1.4189701786696819e-05,-9.426998677481113e-07
2114,2.25,0.01,1100,1,300000.0,0.00014343584928089048,0.00017988657779989818,-0.00018346472060713282,-7.807901741185329e-05,-1.3881392784145078e-05,-4.587687186798494e-05,0.00024542463801880305,-0.0002962139771449773,-1.832760736197935e-05,2.9211633443792993e-05,8.347799245003051e-05,0.00012206577627666619,2.541014165835363e-06,-2.981456681846092e-05,-0.0002704316014932707,0.00016830149898624727,-4.242402664766416e-05,2.8634367546489477e-05,9.398136066489458e-05,0.00011287639526207506,2.7265116168259742e-05,5.690456019350653e-06,0.00018134559578416042,-7.529245857127432e-05,-1.4891201225900041e-05,-4.2410917864858346e-05
2115,2.25,0.01,1100,1,300000.0,4.9204751999583005e-05,-8.069306754070635e-05,0.00019399068083438817,6.04622892267709e-05,1.1775016928795884e-05,2.695485132474737e-05,-0.00015675548166987313,6.371679314291068e-05,3.281415883569415e-06,-3.1976529716530236e-05,0.00026625917485324405,0.0002675529065570335,-4.65355103057194e-05,2.0329117315847366e-05,-0.0002034557526921579,8.666011935712321e-05,2.8031991365782905e-05,-2.261545484056643e-05,-0.00029953518531644407,0.00025471153162802347,9.222029488162177e-06,1.923501982373978e-06,-0.0001745200242954512,0.0002913374625129796,1.1127584263700324e-05,-4.8505905031250874e-05
2116,2.25,0.01,1100,1,300000.0,-0.000149862706858608,0.0002956579656513988,4.4541256814581854e-05,-0.00026459067014715406,-3.45247277137419e-05,4.980025375987711e-05,-0.00018506430970696602,7.401420014213449e-05,-3.0267050185668965e-05,8.130607504433144e-06,-0.000296625182477387,-0.00027463355015239276,-1.5356168138861104e-05,-1.5814244280188005e-05,-0.00025858945614894304,-0.00010588828997680036,3.2810928482218314e-05,9.367261979879597e-06,-0.0002734436441750984,-0.00018585017701696371,3.7104248514434037e-06,1.5221229836333236e-05,3.3250475461047346e-05,-0.00022652865316577313,-3.4685763751834465e-05,4.2361177535072055e-05
2117,2.25,0.01,1100,1,300000.0,-5.6350691673151873e-05,-0.00024382437683749094,-1.7271816481627335e-05,-2.8056966046781785e-05,4.5041470322350575e-05,-3.489681230386721e-05,-6.81460561197595e-05,0.00020589143901795858,4.3900776492303714e-05,3.600732715803454e-05,-0.0002676879280109165,3.508530213524474e-05,1.9672995695338263e-05,4.201826887005652e-05,3.747033522661107e-05,0.0001605448630073517,-4.035455188708935e-05,-3.263393900076588e-05,0.00015246561965372288,-0.0002106759691379722,-4.7418289143134734e-05,3.778901724474195e-05,1.8869100937510003e-05,-0.00023796393654007178,3.817531175072128e-05,3.8620420227187574e-05
2118,2.25,0.01,1100,1,300000.0,-0.0001611892664588223,-1.5906764604775917e-05,-8.083439366026729e-05,-0.00029950912590996425,1.8833548490299499e-06,2.2775465568049368e-05,-2.2341347156117867e-05,-9.199708073418151e-05,2.7308926065074753e-06,2.2699861184940512e-05,0.00023417046450587286,-0.00015812175979307663,8.405053231560956e-06,3.7827343140213105e-06,6.264408588762589e-05,0.0002635643108384645,4.271483356119555e-05,-4.5623950639191085e-05,-0.00020339483081965407,-0.0001817846771054393,3.877493314730975e-05,-5.783398479485345e-06,0.0001085483638406156,5.4548581415026984e-05,-4.772377079845328e-05,4.843828332418156e-05
2119,2.25,0.01,1100,1,300000.0,-0.00021962461444825781,0.0002221097815618426,0.00027410991292328924,0.0002996640943806643,-8.487774648322608e-06,-8.911224283271347e-06,-2.2817886400983817e-05,-6.88670758075558e-05,3.197913811578974e-05,-4.814532012456697e-06,5.953341138380643e-05,9.99269079574234e-06,2.0833499513127613e-05,5.2538726725056005e-06,0.0001934555461939942,-3.1862497639368746e-06,-3.5561113026827664e-06,3.897668764615316e-05,0.00019422811175893502,-0.00028824526380934076,-3.89739520102851e-05,-8.86484342702519e-07,0.0002517089670078041,0.0001731119069620437,-4.980562430209885e-05,2.63033520000257e-05
2120,2.25,0.01,1100,1,300000.0,1.5707475071312805e-05,-0.00020066253682403585,5.930948604867777e-05,-5.454551813490914e-05,-4.733240375177004e-05,-2.2434731830674273e-05,0.0002881809717354636,7.491501757987332e-05,-3.3207314992368264e-05,4.143362102415082e-05,0.00010102568996668142,0.00020439989253321662,4.7308579710951994e-05,-7.213607388115661e-06,-0.00021420284820630032,-0.000201186646405358,-5.274162461995338e-06,-2.2942712020058952e-05,3.1798905478813873e-06,7.613096626993911e-05,-4.6504892365312314e-05,-4.675685134220026e-05,0.0001617774285561928,1.6698066080034668e-05,-4.2564166796241066e-05,-3.706459857222577e-05
2121,2.25,0.01,1100,1,300000.0,-0.0001843689524018421,0.00015598493586624053,0.0001935974873841319,-2.9489348912682548e-05,-3.028870201071271e-05,-1.4278413289975154e-05,9.440290632489284e-05,-5.945451834621674e-05,4.004047533421607e-06,2.1550540500374562e-05,0.00011069948249574027,0.00020243058196912656,-3.071027413871905e-05,1.478889449125483e-05,9.843034006380258e-05,-0.00025843818352407175,-2.5756500521242456e-06,5.879420460432234e-07,5.8488445068356884e-05,-0.00015805166979219182,4.2695601602521235e-05,-4.740741672296107e-05,-0.00011944758451001112,-0.0002319751710089713,3.8944331823495566e-05,-4.0323018636935636e-05
2122,2.25,0.01,1100,1,300000.0,0.0002451272631213667,0.0002654970495819691,-0.00023843797885747048,1.2793401646156205e-05,-6.047391644194646e-06,-3.252119985883473e-05,0.00022559832346065873,-0.00016811355865723889,-2.9883681360276073e-05,-4.217697147115295e-05,-0.00014783335033400724,5.85317592303231e-05,2.1240894427696255e-05,-3.316719098018425e-05,-0.0002872245231800866,-1.3669370325478027e-05,1.750808591146142e-05,1.938781480685611e-06,-7.006403374926795e-05,0.00020218416442808676,4.1985232732323436e-05,1.0274706612590709e-05,0.000257840124148715,0.0001557463384420416,4.378333162854143e-05,4.144414547426138e-05
2123,2.25,0.01,1100,1,300000.0,0.0002413357299284261,0.0001315505488013007,-0.000127301790251839,0.00013187763211778013,4.8770510684008335e-05,2.536335579972268e-05,9.730379146591535e-05,-0.00020718399077473848,1.9375114532092283e-05,-1.1395642998383537e-05,5.0497102746806385e-05,-0.00020173903589624007,2.8502257311773043e-05,2.5822665089473747e-05,0.00015581230279744718,0.00019370740618310586,3.9919544539985466e-05,-4.514178046096188e-05,-0.000194521085626311,0.00016237984775543734,2.609196284371185e-05,-3.604846458691553e-05,-0.00018213948133438657,3.988677801027783e-05,-2.0120590409916185e-05,2.2610798643076485e-05
2124,2.25,0.01,1100,1,300000.0,0.00027982028068499306,0.0001242397759068067,0.00012284874132292926,-3.178916028995075e-05,4.4493081489660454e-05,-1.659644956337292e-05,-0.00017621450632558717,0.00011585072403789938,-4.632813166186617e-05,3.806143971531759e-05,-0.00011479682528332585,0.00025196170857370517,4.4906757671152327e-05,-3.130209877469644e-05,-0.00024040539507081543,0.0002748925172448773,3.221912996082821e-05,4.754112083638654e-05,5.119169328047233e-05,-1.838404152276562e-05,1.4441455916131819e-05,4.5016458945560996e-05,-0.00019097372584947668,-0.0001919699594325639,-2.039166524885473e-05,-3.483268734687034e-05
2125,2.25,0.01,1100,1,300000.0,-0.00010012527508796774,-8.326672858193477e-05,5.255005106495549e-05,0.0002722477513273913,3.5077420279536904e-05,-4.8323100057144215e-06,8.082139808706463e-06,-0.000234574004917189,8.657666240608894e-06,-3.6747699137649215e-05,0.00029904233292380513,-0.00027204023457472784,-2.554432158235215e-05,-3.6180434338425675e-05,0.0001280896850162982,-0.00021450094487564898,7.743428163950431e-06,2.1728497148493934e-05,0.0002627409224431261,6.301421946376223e-05,2.9453126753628573e-05,-2.1223330854482303e-05,0.00029584799628727194,8.36150401000113e-05,4.7337659761943446e-05,-3.0367112762581417e-05
2126,2.25,0.01,1100,1,300000.0,0.00016489943147016378,-0.0002197297740178836,-3.710598971304953e-05,4.563833911267747e-06,1.470808390836294e-05,4.9453902842653444e-05,0.00016470749245912875,6.411863917478233e-05,1.2199872627082873e-05,7.75124526923907e-06,0.00016016153221872512,-2.3163071561271972e-05,-6.923049276837278e-06,-3.9856754840463694e-05,-0.00028509339795825423,0.00025511187657192917,-1.8765506027292315e-05,-1.1840576125736556e-05,-9.334162401137061e-05,0.00012100485946426313,1.002546211331389e-05,2.5308628026656127e-05,-0.00015851610715411892,4.589382318138024e-08,-4.0051726242911315e-05,-3.480441037049091e-05
2127,2.25,0.01,1100,1,300000.0,8.924418497978462e-05,0.00021971269025123226,-7.263086725760486e-05,-9.97513652759016e-05,-5.073541836165986e-06,-2.2077460882064472e-05,0.00010801225903651353,-0.00022785947834845757,-4.31291484135975e-05,-3.6116885186858726e-05,0.0002489395346796254,1.436727062656271e-05,2.2060124281642685e-05,-3.702569130607892e-05,0.00013616788173625495,0.0002362471888146508,-3.168030206325986e-05,-3.5907195786691364e-05,2.683637059775157e-05,0.0002786391586722153,4.783920847266606e-05,-4.773294827790996e-05,0.00017982230234115277,-0.0001468395084898511,9.406060623026928e-06,4.93574795466551e-05
2128,2.25,0.01,1100,1,300000.0,-0.00028440721868527315,-6.710442246206895e-05,-0.00014784612503484628,9.028807364487823e-05,-1.99961514286109e-05,-1.7553520528421628e-05,0.0002229575739447316,-0.00023246634586837368,2.0621219052117995e-05,3.956357947811386e-05,-0.0002602979976791373,-0.0001237312139829316,-5.165891417456847e-06,2.1821004085171613e-05,-0.00029988200766170353,-9.710767734608865e-06,3.971131150675517e-05,-2.298442518925452e-05,-3.1476215466578236e-05,0.00029243892011170607,2.9946029509828372e-05,1.2189704274795419e-05,0.0002496751336195434,9.486339167785691e-05,-2.6469375394213168e-05,1.4907650361509863e-05
2129,2.25,0.01,1100,1,300000.0,-0.0001064805204183035,0.00029462910191066673,0.0002924186072272806,0.00029419267656170524,-2.6323954796487288e-06,-2.4515100365517053e-05,-0.00021993359504137708,-0.00013240963214770343,-1.6775196574238462e-05,1.0916194570982408e-05,-0.00011967903148463017,-3.872069459938198e-05,2.052350408392132e-05,1.6984704261794544e-05,6.467221617771423e-05,-0.000291310799704994,4.291434793289561e-05,-4.9925955087078436e-05,-0.00021293634753214688,0.0001760519972768584,2.026008900950325e-05,1.3687753926073846e-05,-0.00021406613653132694,-1.6663328111309484e-05,-1.8000026050831228e-05,-3.58659728386034e-05
2130,2.25,0.01,1100,1,300000.0,0.0002565009085361038,-0.00021786159828975825,0.000182082930226978,0.00017711480637292592,-1.6034483446629953e-06,1.1240620365389526e-05,3.778034364561886e-06,0.0002520471969410006,-2.921827090721805e-05,3.158670531655063e-05,-0.00012495855099043534,8.79919604622212e-05,-1.8415360877725468e-06,-4.0374618635648456e-05,0.0001940837576251461,0.00014510465011293951,-2.404460078246429e-05,2.6576434295202466e-05,0.00024505730537591734,0.00017913432773367907,3.644371361754351e-05,3.367237728219944e-05,-7.560746379974532e-05,0.0002463646013018792,2.4404392710446694e-05,-3.106103611161109e-05
2131,2.25,0.01,1100,1,300000.0,1.8636309045179844e-05,-0.0001378526769309611,0.0001336053528151242,0.00011175884395944291,3.5214771302299426e-05,3.0434359191413443e-06,-0.00022330381360466636,0.0001446603683787914,-9.890199477565307e-06,-3.0777891012711624e-05,0.00010242495050537102,9.42639866895401e-05,7.881180435620338e-06,9.23933250260076e-06,7.637927594954935e-05,6.713579862593417e-05,4.6456694361496215e-06,2.95668831689358e-05,-0.0001156440084915233,-0.00027595196480628616,4.532278832725908e-05,3.0067995055429237e-05,-8.944028478579468e-05,-0.00019485732491534018,-1.8168063866699994e-05,-2.1651630962739267e-05
2132,2.25,0.01,1100,1,300000.0,0.0002465260510389221,0.00014986896990991003,6.97692766959427e-05,-0.0002507355814260603,1.211586968678554e-05,2.2054712616612423e-06,-3.542100432123564e-05,-0.00026641195599326343,6.79573068801631e-06,-2.1909169742457493e-05,-0.00020659064610361894,0.0002939468617138711,-3.173819267107385e-05,-2.7033156489023427e-05,-0.00010706241356871134,3.858939142304123e-05,3.850441700748655e-06,2.76951502452168e-05,-0.000156031829766209,0.0002661007354710178,-4.9363824270454505e-05,3.819366375550241e-05,-0.00018752378420448427,-0.00015285191951786627,2.5995163421588522e-05,1.9077448979740743e-05
2133,2.25,0.01,1100,1,300000.0,0.00017586060298520036,-0.00028767207016278833,-7.651843273263892e-06,-0.00013820503846445641,3.183696579743266e-05,3.147986610914906e-05,0.00012344049188179414,-9.343669130830115e-05,-2.415671498371138e-05,-2.0883939019991348e-05,7.68751120409373e-05,0.0001801107081778435,-1.6364403856173595e-05,-6.746590758290139e-06,0.0002304560561425906,0.00021494502571650236,4.127620237298882e-05,-3.5453015092503006e-05,2.251898738580768e-05,-5.820927851305852e-05,-4.57964360141879e-05,-2.390135629441156e-05,0.00018671093964183584,4.354349081598909e-05,-2.9204840306632396e-06,1.428912249334887e-05
2134,2.25,0.01,1100,1,300000.0,-0.00027779391559556337,0.00026163496552148124,3.8551907347124576e-05,0.00023164001127814468,-2.375407026689048e-05,-7.046521735921739e-06,0.00023861676215636637,-0.00021875859775380722,4.6885977368369453e-05,2.782734894299102e-05,0.00014234132857734977,0.0002157259722092041,-3.174598055789638e-05,4.051317233231498e-05,0.00024333740305306336,6.475983716477561e-05,4.008659395841528e-05,-1.421449486423677e-05,0.00026942690062330463,0.00015362418644491294,-4.6995348287952976e-05,-3.489877443420725e-05,-0.00029159365498223743,-5.135589384099861e-05,-2.884241440854114e-05,-1.441788336722495e-05
2135,2.25,0.01,1100,1,300000.0,-0.00013729172057387582,1.1648278858644354e-05,5.871382214820027e-06,-9.018124232180015e-05,4.7329863686715395e-05,2.3530078476033906e-05,-6.0583924436106805e-05,-0.0002737621968129936,-4.241937009291596e-05,-1.7227758152812743e-05,0.00023797505203598752,-0.0002983782930978808,1.744720154202617e-05,-1.7335935094736766e-05,-0.00026284331431371803,0.00022647858786253324,1.3926522563688347e-05,-1.5785278740484008e-05,-0.0002733445926727617,0.00011240679863907079,-3.130818188997028e-06,-2.7640069229764777e-05,-0.00022610006630011893,-7.270119300047551e-05,3.82784351580843e-05,1.5972298895863432e-05
2136,2.25,0.01,1100,1,300000.0,-0.00021997441130384234,-0.0002895375130856768,-0.0002869468381992965,-9.727619597723922e-05,3.039155549790571e-05,4.383659651214129e-05,4.795744057646897e-05,3.2813607801372355e-05,2.499757679686675e-05,-2.498083217386178e-05,0.00016575830619146336,-0.00016321022394071857,2.2574177405514945e-05,-2.3857342227828716e-05,0.0002627775038735486,-0.00013881707484232655,1.1234333941679947e-05,2.08585701974367e-05,0.00011918629560510541,0.00021580776706186367,-2.7879939363539186e-05,-1.4255599107356442e-05,7.467382476080797e-05,0.0002925857714689086,4.8660110001260886e-05,-4.40192787725784e-05
2137,2.25,0.01,1100,1,300000.0,-0.000273742738747863,-0.00017641091323293348,0.00026834556989357587,0.0001457238798375289,3.806527015561514e-05,-2.839730740548886e-05,-9.782928253367494e-05,0.00023900903916440744,-1.8437506370533178e-05,-1.573945842573027e-05,0.0002987661561028666,-0.00028543548901921705,5.859730006176933e-06,2.5186858407877487e-05,0.00012943416994015894,0.0002741203149231399,-2.855020317343028e-05,3.421797927679991e-06,0.00025308471201414723,-0.00020071190358057555,-1.1215222866383348e-05,1.5129136018258943e-05,-8.821166118738293e-05,0.0002603336955952031,2.4366832551035284e-05,-4.159442930148362e-05
2138,2.25,0.01,1100,1,300000.0,5.1775403695992215e-05,-5.432446233435734e-05,-7.095172268151669e-05,-0.00020886892506279033,-8.195314660296549e-06,-1.5760919604259548e-06,0.00024544031260178423,0.00019789245063882543,2.048572629476455e-05,-1.3258027857289854e-05,-5.611313578958102e-05,0.00020456126123035134,2.8143716019382943e-05,-4.135305524966333e-05,-0.0002649520457800497,-0.00023854890832728632,-3.7431857437258864e-05,-5.765039968352002e-06,-0.0002544869744516446,-7.878782138078235e-05,1.7168799181849132e-05,9.81377542020472e-06,-0.0002909284539427004,-0.0001689262185035735,4.688195085285619e-05,-1.7608606204285708e-05
2139,2.25,0.01,1100,1,300000.0,-0.00011238762440617776,0.0001481903440059789,8.992923969190146e-05,2.6669449795799184e-05,-4.675805134110608e-05,4.599741779526974e-05,-0.00020459616512182987,-0.00014536466735979003,2.1161945269041646e-05,-2.9483606349857408e-05,0.00024636652818103936,0.00029184826968747525,1.1011573414569442e-05,-4.042562333508608e-05,-0.00025559901227392446,4.878103263841434e-05,4.826408105439772e-05,-3.748233554679219e-05,0.0002498270936144874,1.0206854579527928e-05,7.155809595489947e-06,-3.987982543103398e-05,0.0001291405294634997,0.0002030761193069043,-3.03428240425181e-06,-3.129931199127751e-05
2140,2.25,0.01,1100,1,300000.0,0.0001593314791949606,-3.0518684053512126e-05,4.813464546463874e-05,0.00011522415008978856,4.445044934252283e-05,3.3747938912452744e-05,0.00013030685850354945,-7.475197680404928e-05,6.3994336394927265e-06,-9.030452447456603e-06,-0.00010821521451726584,-0.00011183984045018823,-7.52541556239593e-07,2.005447040364015e-06,0.00014784439890137027,-0.00015216281379737238,-3.3317069085664686e-05,4.181060122646765e-05,-4.306169336927492e-05,8.798458831065203e-05,9.362420424800757e-06,3.697156636225652e-05,0.0002512120979762245,-0.00016659009594577603,-6.77889486908211e-06,3.603075366182704e-05
2141,2.25,0.01,1100,1,300000.0,-7.996329969322822e-05,-0.0001244218776544649,-0.00027182809079675027,0.00029882539626025173,2.2148135035766787e-05,-1.263834291195378e-05,-5.4309257040446e-05,-2.937295792457929e-05,-3.9450258958426646e-05,4.805180902717083e-05,-0.0002547002283151191,-0.00013192138146350611,3.9640448146141846e-05,3.18425136944641e-05,0.00020935518924323468,-0.00018460673117555703,-2.798817539470917e-05,-2.455160600246661e-05,-1.8641389453444767e-05,0.00015957006410481785,-4.920151140061385e-05,5.722800842365449e-06,-0.00023549710946734113,-0.00012315997304359962,3.867236014802981e-05,3.5277525373100657e-05
2142,2.25,0.01,1100,1,300000.0,-0.00017935020306844053,-0.0002596319987519354,3.0043415305267332e-05,-0.00012885197512479385,-4.744365272629521e-05,-2.7837019807110167e-05,-0.00018113764514795806,0.0002799518143081678,3.383987646678902e-05,6.500162263276907e-07,-0.00016126566857610426,-0.00028980418264697784,-2.150124006633817e-05,4.0675590363472293e-05,-0.00018905735728792376,-2.2535534720073897e-05,-4.0219141675816345e-05,-2.008528894794617e-06,-0.00011812630778669847,-2.1219679769090953e-05,2.6047228673303434e-05,1.0381449007513944e-05,-0.00027034265964183374,6.719401417059197e-05,-1.2510245028614986e-05,-1.8817913493747652e-05
2143,2.25,0.01,1100,1,300000.0,-0.00028192005010694795,0.00023910633306300908,0.000200144842325162,-9.74582572418188e-05,-5.016398849015082e-06,7.384132114335404e-06,-0.0001423640275406411,-3.133314807076613e-05,-4.6573838252087076e-05,3.8354501922058304e-05,4.891719655206948e-05,6.581220384219578e-06,-1.691605408834065e-05,2.2376460234573166e-06,0.0002628239170900355,6.873460891058139e-05,4.5150456169298224e-05,-3.5720724640920108e-06,0.00023570853697238843,-0.00022628876518167844,3.3779858818156235e-05,-4.3302702430503594e-05,2.7653383679729306e-05,-0.00018298574748020326,4.11824625965414e-05,2.868847248664627e-05
2144,2.25,0.01,1100,1,300000.0,0.00020402844843840244,-2.5879317084428403e-05,-0.00020575395374260782,0.00023748164870706013,-1.8488827729973223e-05,-3.801158905617286e-05,0.00020932915144929214,0.00012459467700423995,-1.2123088787735931e-06,-4.351177571077496e-05,0.0001028864316479606,0.00024152432428486086,2.9671570322599342e-05,1.4432765433475182e-05,-5.040969365287755e-05,-0.00011364561152312944,3.495600343742861e-05,-6.377774108919452e-06,-7.696343509741615e-05,0.0002493809375482576,-1.0326163870212338e-05,-6.7233600282607135e-06,-7.463806593865688e-05,0.0002476588276057829,-3.567159414750032e-05,3.857777232222254e-07
2145,2.25,0.01,1100,1,300000.0,0.00011068234113465066,0.0001696340167403606,0.0002711105397973002,5.268855079620721e-06,9.431171286428189e-06,-1.3191748591839392e-05,-0.0002598847149837848,0.00016286860833931728,-1.4381232613047778e-05,1.9787068264261592e-05,0.00015543521794424272,-0.0001876761982283,3.975127818983061e-06,4.097062069362689e-06,0.00017685603958666075,0.0002729269402333002,3.4266479387919735e-05,4.856207916339759e-05,-0.00024920249510047946,0.00021971252146815913,-1.996361677351899e-05,-2.8661123670320643e-05,2.2070391481842397e-05,-0.00017644952402607852,4.105632206972399e-05,8.61386266978561e-06
2146,2.25,0.01,1100,1,300000.0,-7.62526994832683e-05,0.00012205074970876248,0.0001356056394326001,0.0002073031102957364,-9.439835409573586e-06,3.067457338201483e-05,2.3094901712471434e-05,0.0002873248653532286,-1.966364029907989e-05,7.3670433215695634e-06,0.0002982259215685423,0.00012980981843996613,4.09698808835615e-05,4.1663619198281235e-05,0.00017100732796221005,-0.00023436725606170518,-3.361613269166756e-05,-2.4807866202347762e-05,0.00020088168971272327,0.00024052537136523745,-4.0057756692655366e-05,8.011696651545433e-06,-0.0002594828223235662,0.00025004492854337,1.5597179668834565e-05,-1.4369025820376515e-05
2147,2.25,0.01,1100,1,300000.0,0.00010705106287398866,0.00015969282789016508,-0.00017765545258458697,4.6436283665631146e-05,-1.4383894666013407e-05,-4.718811665618171e-05,9.609514283753323e-05,5.9568898264562365e-05,-3.533678895957149e-05,3.527120630667819e-05,1.9965467857514872e-05,6.72229627512403e-05,1.5278188525963665e-07,-4.253662776459654e-05,0.00017373239432437736,-0.00020037659464212313,3.489834856200041e-05,-1.2631876229347958e-05,0.0001160941105080835,-0.00019682037627587534,2.7512109983514033e-05,2.6118549889819744e-05,-0.00020556181080151994,-0.00019758615373251882,8.057678210338551e-07,4.881180922697773e-05
2148,2.25,0.01,1100,1,300000.0,0.00016916225617593728,-0.00020208633410322623,0.00022627937935030103,-5.7566786650308394e-05,1.1874813282715162e-05,-1.966918578517207e-06,-9.875659515792688e-05,-0.00017377144808660526,-6.100907413909562e-06,4.86852173074399e-05,7.849827229538652e-06,-0.00029362396267572583,1.9383440056630872e-05,1.1898496081206164e-05,4.180435881889587e-05,-5.893503145262523e-05,4.542171397108974e-06,-4.125077912902928e-06,0.00022463431113835171,0.0002998278236877332,1.189472188480209e-06,8.884718414298508e-06,0.00028409149724034215,0.0002196245553501719,-3.1412105541803965e-06,-3.7746340418525414e-05
2149,2.25,0.01,1100,1,300000.0,0.0002244945569493979,-0.00028858655047905965,-7.665655274706598e-05,6.160227714251321e-05,-3.097721431376723e-05,-1.166276366131839e-05,8.87529554357779e-05,0.00018762621293756687,1.4836584182278017e-05,-4.222006868899997e-05,-0.0002565843051172182,-9.179606397514357e-05,-4.2991074380951114e-05,-1.622813867097914e-05,0.00013903506662190436,0.0002547790723497841,3.978454673249878e-05,-2.131977003075415e-05,-0.00010738823355384508,-7.921983160731033e-05,3.80818436866437e-05,2.352006286426029e-05,4.610737179464795e-05,-5.2515894216510024e-05,4.724114716122034e-05,-2.1720189055362984e-05
2150,2.25,0.01,1100,1,300000.0,-0.0002607365399818055,2.701928686414521e-05,4.968721613890742e-05,5.708728893973156e-05,7.225888326432039e-06,3.3982707715537535e-05,0.0001785190632502401,0.00023897656929022267,1.0767198849877713e-05,-4.5929007364117095e-05,0.000299854475034087,-5.649251271221101e-05,-2.5788668041058894e-05,-4.393257552911041e-05,-0.000142731150273212,3.9081533757223425e-05,6.688805201677762e-06,-1.0761227982988134e-05,0.0002344776410414979,1.7554389529762533e-05,4.5124045035574395e-05,-1.3920986729031418e-05,-9.374256548912152e-05,7.237809940771172e-05,4.803292679106388e-05,-3.3032442944030526e-05
2151,2.25,0.01,1100,1,300000.0,-0.00020760132167610027,-0.0002805662447934161,0.00016372578125147506,0.00018813733076479707,-4.983718933337819e-06,2.4656696091941245e-05,-8.190055955325124e-05,0.0002076104796955134,4.919322185520532e-05,-1.3831347979108097e-05,0.00017578703954327567,-5.303201394933225e-05,3.6635633416178833e-06,1.466431693112128e-05,-0.00014103062527627346,0.00015164217436859634,2.344427373012023e-05,-2.1855108951004522e-05,9.537157436522288e-05,-0.00012869634295756074,-3.7314788707878056e-05,-3.541637466527186e-05,-0.00011968141695704697,7.75227842124026e-05,-4.1418481368822924e-05,-1.6092212238315397e-05
2152,2.25,0.01,1100,1,300000.0,-0.000292221960533846,0.00015956894780976499,0.00018636181814699564,0.00027109985878052636,2.1469387970741444e-05,-9.758334073755418e-06,0.0002287902851353457,0.00016746328227986855,-4.799563947871833e-05,4.468825447257357e-05,-0.0001302395518702831,7.892754163719306e-05,-2.244147565523723e-05,4.9063766412412966e-05,0.00011479471389307214,-0.0002687021525462251,-2.1235797452143523e-05,-2.1253074738343005e-06,7.19845745757221e-05,0.00024393145528364652,-6.779016119692282e-06,-4.285947045212317e-05,-8.381771395979122e-05,-3.745266704983718e-05,4.701546725315798e-06,-3.761612571165909e-05
2153,2.25,0.01,1100,1,300000.0,-8.10596394455351e-05,-0.000290169227058424,0.00015305010879831596,0.0002924702851843357,2.2438316939714827e-05,2.0127852125265964e-05,-4.023771847447657e-05,0.00024732756813012957,-4.002856518794303e-05,-2.440021727809044e-05,-0.00025476047770969177,0.0002696298169324346,-2.6896469404781288e-05,2.3845812991075664e-06,0.00018127682448798544,-9.44550019463784e-05,3.621077154909885e-05,-7.0253956192929286e-06,0.00023429457152053735,0.00025569090583661176,-2.7588583333401786e-05,-1.8674366070675852e-06,0.00013217215046468575,0.00010255135353463005,4.225443505280682e-05,-4.769319164705695e-05
2154,2.25,0.01,1100,1,300000.0,0.0002799229930548775,-0.00012397181045756026,0.0002527234877333332,-0.00029166849622317645,4.565723897763375e-05,9.179851176335416e-06,-6.457037799872432e-05,-0.0002570381690304343,4.3116061229198475e-05,2.4742765721045918e-05,-0.00029329314624182044,-0.00027816897111299544,1.0195766133242255e-05,-4.9268706953060616e-05,-0.00018362274161060803,0.00020647317230795505,-1.0507131483718993e-05,-9.929036234577627e-06,6.261478870772593e-05,4.021465580011853e-05,4.401800608780157e-05,-4.831744901583182e-05,-9.175385672013028e-05,-0.0002464744593186825,-7.708968022613817e-06,-1.7729509838626543e-05
